weather_station,date,hour,preciptation,max_temperature,min_temperature,Insolacao,evaporation,average_temperature,average_relative_humidity,average_wind_speed
83587,24/04/16,12:00:00,0,,18,,,,,
83587,25/04/16,00:00:00,,30.4,,9.4,6.9,24.14,50.5,0.866667
83587,25/04/16,12:00:00,0,,17.9,,,,,
83587,26/04/16,00:00:00,,30.1,,7.6,6.4,24.7,50.5,0.866667
83587,26/04/16,12:00:00,0,,18.4,,,,,
83587,27/04/16,00:00:00,,26.9,,1,6.5,23.22,69.5,1.133333
83587,27/04/16,12:00:00,0,,20.4,,,,,
83587,28/04/16,00:00:00,,27.2,,1.9,3.4,21.42,78,0.733333
83587,28/04/16,12:00:00,0.5,,17.8,,,,,
83587,29/04/16,00:00:00,,20.5,,0.8,2.5,18.42,88.5,0.533333
83587,29/04/16,12:00:00,7.2,,15.9,,,,,
83587,30/04/16,00:00:00,,23.1,,1.6,0.9,19.2,81.25,0.8
83587,30/04/16,12:00:00,18.2,,15,,,,,
83587,01/05/16,00:00:00,,27.4,,9.5,2.2,20.96,56.75,1.066667
83587,01/05/16,12:00:00,0,,15.1,,,,,
83587,02/05/16,00:00:00,,25.1,,8.6,5.6,19.92,62.5,0.966667
83587,02/05/16,12:00:00,0,,17.2,,,,,
83587,03/05/16,00:00:00,,27.1,,8,4.6,20.72,53.25,1.1
83587,03/05/16,12:00:00,0,,14.9,,,,,
83587,04/05/16,00:00:00,,27.6,,8.9,5.7,21.46,56,0.8
83587,04/05/16,12:00:00,0,,15.4,,,,,
83587,05/05/16,00:00:00,,28,,8.5,4.5,22.56,54.75,2.333333
83587,05/05/16,12:00:00,0,,16.5,,,,,
83587,06/05/16,00:00:00,,26.2,,8.2,6.1,21.36,63.75,1
83587,06/05/16,12:00:00,0,,17,,,,,
83587,07/05/16,00:00:00,,27,,7.5,4.5,21.38,61,0.7
83587,07/05/16,12:00:00,0,,16.2,,,,,
83587,08/05/16,00:00:00,,28.1,,6.1,4.3,22.72,55.75,1.033333
83587,08/05/16,12:00:00,0,,16.6,,,,,
83587,09/05/16,00:00:00,,27.1,,4.5,5.4,22.56,60.25,0.566667
83587,09/05/16,12:00:00,0,,18.1,,,,,
83587,10/05/16,00:00:00,,29.3,,8.7,4.5,23.78,53,1.2
83587,10/05/16,12:00:00,0,,18.2,,,,,
83587,11/05/16,00:00:00,,28.7,,6.1,5.5,23.56,54.75,0.466667
83587,11/05/16,12:00:00,0,,18.5,,,,,
83587,12/05/16,00:00:00,,28.5,,7.8,5.3,23.06,63.75,0.666667
83587,12/05/16,12:00:00,0,,18.2,,,,,
83587,13/05/16,00:00:00,,26,,5.1,4.8,20.76,65.25,1.133333
83587,13/05/16,12:00:00,0,,16.5,,,,,
83587,14/05/16,00:00:00,,23.5,,4.5,4,19.06,70.25,0.9
83587,14/05/16,12:00:00,0,,15.8,,,,,
83587,15/05/16,00:00:00,,24.8,,6.7,0,19.74,69,0.733333
83587,15/05/16,12:00:00,0,,15.4,,,,,
83587,16/05/16,00:00:00,,27.7,,5.2,4,21.8,63,1.166667
83587,16/05/16,12:00:00,0,,14.5,,,,,
83587,17/05/16,00:00:00,,29.4,,7.5,3.8,23.12,61,0.5
83587,17/05/16,12:00:00,0,,16.5,,,,,
83587,18/05/16,00:00:00,,30.4,,7.6,4.4,23.98,54,0.566667
83587,18/05/16,12:00:00,0,,17.2,,,,,
83587,19/05/16,00:00:00,,27.5,,5.2,5.5,22.74,68.75,0.866667
83587,19/05/16,12:00:00,0,,19.2,,,,,
83587,20/05/16,00:00:00,,25.8,,4.9,3.5,21.5,73.25,1.1
83587,20/05/16,12:00:00,0,,17.7,,,,,
83587,21/05/16,00:00:00,,26.5,,3.3,4.6,21.7,64.75,1.166667
83587,21/05/16,12:00:00,0,,17.7,,,,,
83587,22/05/16,00:00:00,,28.8,,8.3,3.6,22.18,63.75,0.8
83587,22/05/16,12:00:00,0,,17,,,,,
83587,23/05/16,00:00:00,,28.5,,8.1,4.1,23.14,59.5,0.866667
83587,23/05/16,12:00:00,0,,17,,,,,
83587,24/05/16,00:00:00,,23.8,,4.8,4.6,18.74,60.25,1.3
83587,24/05/16,12:00:00,0,,15.4,,,,,
83587,25/05/16,00:00:00,,24,,8.5,4.4,18.58,64.5,1.566667
83587,25/05/16,12:00:00,0,,13.3,,,,,
83587,26/05/16,00:00:00,,24.8,,7.2,4.4,20.06,63,0.766667
83587,26/05/16,12:00:00,0,,15.8,,,,,
83587,27/05/16,00:00:00,,25.8,,7.1,3.6,20.18,61,0.333333
83587,27/05/16,12:00:00,0,,14.1,,,,,
83587,28/05/16,00:00:00,,22.3,,0.1,3.9,18.8,63.25,1.066667
83587,28/05/16,12:00:00,0,,15,,,,,
83587,29/05/16,00:00:00,,25.7,,8.7,3.5,19.46,57.25,0.866667
83587,29/05/16,12:00:00,0,,13.2,,,,,
83587,30/05/16,00:00:00,,28.9,,8.2,4.7,21.46,56.75,0.3
83587,30/05/16,12:00:00,0,,14.3,,,,,
83587,31/05/16,00:00:00,,28.3,,7.6,4.4,22.46,53,0.5
83587,31/05/16,12:00:00,0,,15.8,,,,,
83587,01/06/16,00:00:00,,28,,6.6,2.1,21.98,69.75,0.5
83587,01/06/16,12:00:00,0,,16.2,,,,,
83587,02/06/16,00:00:00,,21.5,,0,3.3,18.74,83.75,0.533333
83587,02/06/16,12:00:00,30.4,,14.9,,,,,
83587,03/06/16,00:00:00,,20.4,,0,1,18.22,87.75,0.95
83587,03/06/16,12:00:00,24.4,,15.3,,,,,
83587,04/06/16,00:00:00,,24.6,,3.6,0.9,19.68,87.5,0.2
83587,04/06/16,12:00:00,14,,15.3,,,,,
83587,05/06/16,00:00:00,,28.6,,6.4,1,22.2,70,0.233333
83587,05/06/16,12:00:00,4.2,,16.5,,,,,
83587,06/06/16,00:00:00,,30.5,,9,4,24.18,54.25,0.633333
83587,06/06/16,12:00:00,0,,16.3,,,,,
83587,07/06/16,00:00:00,,27.1,,5.7,6,22.24,71,1.033333
83587,07/06/16,12:00:00,0,,18.5,,,,,
83587,08/06/16,00:00:00,,25.3,,3.2,3.4,21.32,71,0.433333
83587,08/06/16,12:00:00,1.9,,17.9,,,,,
83587,09/06/16,00:00:00,,25.7,,7.1,3.4,19.94,65,0.733333
83587,09/06/16,12:00:00,0.4,,15.7,,,,,
83587,10/06/16,00:00:00,,26.4,,5.2,3.4,20.84,65,1.033333
83587,10/06/16,12:00:00,0,,15,,,,,
83587,11/06/16,00:00:00,,23.4,,4.5,5,18.84,42.75,0.933333
83587,11/06/16,12:00:00,0,,14.8,,,,,
83587,12/06/16,00:00:00,,24.5,,9,3.1,17.88,61.25,0.766667
83587,12/06/16,12:00:00,0,,12.2,,,,,
83587,13/06/16,00:00:00,,20.1,,5.4,5.6,15.88,72.75,1.033333
83587,13/06/16,12:00:00,0,,11.7,,,,,
83587,14/06/16,00:00:00,,20.5,,9.1,3.3,15.52,63.5,1.8
83587,14/06/16,12:00:00,0,,10.3,,,,,
83587,15/06/16,00:00:00,,23.9,,9.2,4.2,17.52,57.75,0.4
83587,15/06/16,12:00:00,0,,10.9,,,,,
83587,16/06/16,00:00:00,,24.4,,9,3.7,17.78,55.5,0.5
83587,16/06/16,12:00:00,0,,11.3,,,,,
83587,17/06/16,00:00:00,,24,,9.2,4.1,18.04,50,0.733333
83587,17/06/16,12:00:00,0,,11.2,,,,,
83587,18/06/16,00:00:00,,26.4,,9.2,4,19.14,54,1.066667
83587,18/06/16,12:00:00,0,,11.2,,,,,
83587,19/06/16,00:00:00,,25.4,,9.1,5.2,19.22,52.5,1.3
83587,19/06/16,12:00:00,0,,13.4,,,,,
83587,20/06/16,00:00:00,,24.1,,9.2,5,19.26,60.25,1.2
83587,20/06/16,12:00:00,0,,14.6,,,,,
83587,21/06/16,00:00:00,,23.6,,7.7,4.4,18.68,65.25,0.9
83587,21/06/16,12:00:00,0,,14.7,,,,,
83587,22/06/16,00:00:00,,21.2,,2,4,17.74,65.75,1.6
83587,22/06/16,12:00:00,0,,13.2,,,,,
83587,23/06/16,00:00:00,,26.3,,8.8,3.4,19.7,58.75,0.433333
83587,23/06/16,12:00:00,0,,12.6,,,,,
83587,24/06/16,00:00:00,,25.7,,6.8,4.2,20.06,56.5,1.433333
83587,24/06/16,12:00:00,0,,14.4,,,,,
83587,25/06/16,00:00:00,,23,,9.2,4.3,18.38,57.5,1.033333
83587,25/06/16,12:00:00,0,,14.3,,,,,
83587,26/06/16,00:00:00,,21.6,,7.8,5,16.66,66.75,1.833333
83587,26/06/16,12:00:00,0,,11.5,,,,,
83587,27/06/16,00:00:00,,21.4,,6.5,4.8,16.8,62.25,1.766667
83587,27/06/16,12:00:00,0,,12,,,,,
83587,28/06/16,00:00:00,,21.1,,2.5,4.3,17.38,71,1
83587,28/06/16,12:00:00,0,,11.9,,,,,
83587,29/06/16,00:00:00,,23.9,,7.1,3.1,18.82,59.5,0.9
83587,29/06/16,12:00:00,0,,12.2,,,,,
83587,30/06/16,00:00:00,,21.8,,1.3,4.3,18.54,70.75,1.3
83587,30/06/16,12:00:00,0,,14.9,,,,,
83587,01/07/16,00:00:00,,23.8,,6.5,2.6,19.24,59.25,1.7
83587,01/07/16,12:00:00,0,,14,,,,,
83587,02/07/16,00:00:00,,22.8,,5.4,4.8,19.5,61.25,2.266667
83587,02/07/16,12:00:00,0,,15.2,,,,,
83587,03/07/16,00:00:00,,24,,9,5.2,19.36,55.25,1.8
83587,03/07/16,12:00:00,0,,14.9,,,,,
83587,04/07/16,00:00:00,,23.8,,9.1,5.7,18.74,61.75,1.466667
83587,04/07/16,12:00:00,0,,13.8,,,,,
83587,05/07/16,00:00:00,,24.4,,9.1,5,19.34,61.25,1.333333
83587,05/07/16,12:00:00,0,,14.8,,,,,
83587,06/07/16,00:00:00,,26.3,,8.8,5.2,19.8,52,1.033333
83587,06/07/16,12:00:00,0,,13.2,,,,,
83587,07/07/16,00:00:00,,27.7,,8.3,5.3,21.7,48.5,0.9
83587,07/07/16,12:00:00,0,,14.4,,,,,
83587,08/07/16,00:00:00,,27.6,,8.9,7.3,20.46,40.25,1.2
83587,08/07/16,12:00:00,0,,14.6,,,,,
83587,09/07/16,00:00:00,,26.1,,8.8,7.2,19.56,62.75,0.666667
83587,09/07/16,12:00:00,0,,14.1,,,,,
83587,10/07/16,00:00:00,,27.6,,9,0.5,20.04,58.25,0.533333
83587,10/07/16,12:00:00,0,,12.7,,,,,
83587,11/07/16,00:00:00,,28.5,,8.8,4.1,21.12,52.25,1.033333
83587,11/07/16,12:00:00,0,,14.4,,,,,
83587,12/07/16,00:00:00,,28.9,,8.9,6.1,21.88,47.5,0.466667
83587,12/07/16,12:00:00,0,,14.6,,,,,
83587,13/07/16,00:00:00,,28.7,,9,5.9,22.12,43,1.166667
83587,13/07/16,12:00:00,0,,15.8,,,,,
83587,14/07/16,00:00:00,,28.3,,8.9,6.8,21.4,42.5,1.1
83587,14/07/16,12:00:00,0,,14.8,,,,,
83587,15/07/16,00:00:00,,29.5,,8.8,6.6,22.36,39.5,0.766667
83587,15/07/16,12:00:00,0,,14.2,,,,,
83587,16/07/16,00:00:00,,29.9,,9,7.6,22.4,41.75,0.866667
83587,16/07/16,12:00:00,0,,15.2,,,,,
83587,17/07/16,00:00:00,,27.4,,9,9,20.48,36,0.6
83587,17/07/16,12:00:00,0,,15.8,,,,,
83587,18/07/16,00:00:00,,27.2,,8.3,7.5,19.06,40,1.233333
83587,18/07/16,12:00:00,0,,10.6,,,,,
83587,19/07/16,00:00:00,,25.5,,8.8,8.2,19.4,63,1.2
83587,19/07/16,12:00:00,0,,14,,,,,
83587,20/07/16,00:00:00,,25.5,,7.4,4.8,19.8,64.75,1.333333
83587,20/07/16,12:00:00,0,,14.4,,,,,
83587,21/07/16,00:00:00,,26.2,,7.9,4,20,53.75,1.366667
83587,21/07/16,12:00:00,0,,14,,,,,
83587,22/07/16,00:00:00,,25,,8,4.7,19.02,65,1.05
83587,22/07/16,12:00:00,0,,13.8,,,,,
83587,23/07/16,00:00:00,,24.3,,8.7,5.5,18.9,61,0.833333
83587,23/07/16,12:00:00,0,,14.1,,,,,
83587,24/07/16,00:00:00,,26.4,,8.9,0.1,19.56,52.5,0.833333
83587,24/07/16,12:00:00,0,,13.3,,,,,
83587,25/07/16,00:00:00,,27,,9,10.1,20.48,44.75,1.1
83587,25/07/16,12:00:00,0,,13,,,,,
83587,26/07/16,00:00:00,,27.1,,8.8,7.3,20.56,50.75,1.233333
83587,26/07/16,12:00:00,0,,14.6,,,,,
83587,27/07/16,00:00:00,,29.1,,8.2,5.8,22.38,37,0.25
83587,27/07/16,12:00:00,0,,14.8,,,,,
83587,28/07/16,00:00:00,,27.1,,7.4,7.3,21.32,51.25,1.466667
83587,28/07/16,12:00:00,0,,16,,,,,
83587,29/07/16,00:00:00,,24,,5.7,7.6,18.96,61,1.25
83587,29/07/16,12:00:00,0,,15,,,,,
83587,30/07/16,00:00:00,,24.6,,7.6,5.2,18.82,54.5,1.666667
83587,30/07/16,12:00:00,0,,13.8,,,,,
83587,31/07/16,00:00:00,,21.1,,2.5,5.5,18.06,61.25,1.3
83587,31/07/16,12:00:00,0,,13.6,,,,,
83587,01/08/16,00:00:00,,24.4,,8.9,4.5,18.28,49.5,0.866667
83587,01/08/16,12:00:00,0,,12.3,,,,,
83587,02/08/16,00:00:00,,26.4,,9,4.3,20.04,42.75,0.566667
83587,02/08/16,12:00:00,0,,11.7,,,,,
83587,03/08/16,00:00:00,,26.1,,5.6,6,19.86,54.25,1.033333
83587,03/08/16,12:00:00,0,,15.2,,,,,
83587,04/08/16,00:00:00,,24.6,,5.5,4.7,19.16,61.25,1.966667
83587,04/08/16,12:00:00,0,,14.6,,,,,
83587,05/08/16,00:00:00,,25.4,,8.1,4.2,19.64,51,1.3
83587,05/08/16,12:00:00,0,,13.5,,,,,
83587,06/08/16,00:00:00,,26.9,,9,5.2,20.52,46.25,0.8
83587,06/08/16,12:00:00,0,,13.8,,,,,
83587,07/08/16,00:00:00,,28.6,,9.3,6.2,21.64,41,0.7
83587,07/08/16,12:00:00,0,,13.8,,,,,
83587,08/08/16,00:00:00,,30.7,,9.1,7.7,23.3,37.75,0.5
83587,08/08/16,12:00:00,0,,15.2,,,,,
83587,09/08/16,00:00:00,,31,,9.2,7.2,23.62,39.25,0.933333
83587,09/08/16,12:00:00,0,,16.4,,,,,
83587,10/08/16,00:00:00,,31.5,,8.5,7.4,23.76,38.75,1.366667
83587,10/08/16,12:00:00,0,,16,,,,,
83587,11/08/16,00:00:00,,28,,5.7,8.6,21.04,56.75,1.3
83587,11/08/16,12:00:00,0,,17.4,,,,,
83587,12/08/16,00:00:00,,25.9,,9.3,6.4,19.24,43.75,1.4
83587,12/08/16,12:00:00,0,,12.1,,,,,
83587,13/08/16,00:00:00,,26.8,,9.5,7.2,19.32,56.5,0.6
83587,13/08/16,12:00:00,0,,13.1,,,,,
83587,14/08/16,00:00:00,,29.9,,9.3,6,22.08,49.25,1.233333
83587,14/08/16,12:00:00,0,,14.1,,,,,
83587,15/08/16,00:00:00,,31.2,,8.9,10.2,23.74,42.75,0.466667
83587,15/08/16,12:00:00,0,,16.1,,,,,
83587,16/08/16,00:00:00,,24.6,,2.1,4.7,19.78,72.5,1.466667
83587,16/08/16,12:00:00,0.4,,15.5,,,,,
83587,17/08/16,00:00:00,,30.1,,8.5,3.5,22.72,50.75,1
83587,17/08/16,12:00:00,0,,14.5,,,,,
83587,18/08/16,00:00:00,,32.3,,9.4,7.4,25.2,31.75,1
83587,18/08/16,12:00:00,0,,16.7,,,,,
83587,19/08/16,00:00:00,,27.9,,8.2,11.9,22.68,54.75,1.633333
83587,19/08/16,12:00:00,0,,17.9,,,,,
83587,20/08/16,00:00:00,,29.4,,7.8,8.1,22.76,54.75,1.233333
83587,20/08/16,12:00:00,0,,16.4,,,,,
83587,21/08/16,00:00:00,,25.7,,1.3,6.8,22.14,55.5,1.566667
83587,21/08/16,12:00:00,0,,18.5,,,,,
83587,22/08/16,00:00:00,,24.4,,5.8,6,18.38,57.5,1.933333
83587,22/08/16,12:00:00,0,,13.9,,,,,
83587,23/08/16,00:00:00,,23.9,,7,5.8,17.38,69.75,2.566667
83587,23/08/16,12:00:00,0,,12.6,,,,,
83587,24/08/16,00:00:00,,26.8,,6.4,4.8,19.44,53.75,1.666667
83587,24/08/16,12:00:00,0,,13.5,,,,,
83587,25/08/16,00:00:00,,25.2,,9,6.1,18.92,42.5,2.033333
83587,25/08/16,12:00:00,0,,12.3,,,,,
83587,26/08/16,00:00:00,,26.2,,9.1,7.7,19.2,39.25,2.8
83587,26/08/16,12:00:00,0,,11.9,,,,,
83587,27/08/16,00:00:00,,25.7,,8.9,8.5,19.76,50.75,1.333333
83587,27/08/16,12:00:00,0,,13.8,,,,,
83587,28/08/16,00:00:00,,27.7,,8.9,5.8,20.86,47,1.966667
83587,28/08/16,12:00:00,0,,14.1,,,,,
83587,29/08/16,00:00:00,,29,,8.9,7.1,22.56,35.75,1.5
83587,29/08/16,12:00:00,0,,15.2,,,,,
83587,30/08/16,00:00:00,,29.4,,8.8,8.4,22.76,51,1.7
83587,30/08/16,12:00:00,0,,16.2,,,,,
83587,31/08/16,00:00:00,,29,,5.5,6.6,22.88,56.75,1.3
83587,31/08/16,12:00:00,0,,17.2,,,,,
83587,01/09/16,00:00:00,,25.8,,4.5,4.8,20.74,68,1.1
83587,01/09/16,12:00:00,7.4,,15.7,,,,,
83587,02/09/16,00:00:00,,26.8,,8.7,4.2,21.46,55.75,1.866667
83587,02/09/16,12:00:00,0,,16.3,,,,,
83587,03/09/16,00:00:00,,25.9,,8.2,6.1,20.62,52,0.866667
83587,03/09/16,12:00:00,0,,15,,,,,
83587,04/09/16,00:00:00,,27.4,,7.8,0,20.88,50,0.966667
83587,04/09/16,12:00:00,0,,14.3,,,,,
83587,05/09/16,00:00:00,,27.1,,8.7,8.2,21.28,45.25,2.2
83587,05/09/16,12:00:00,0,,15,,,,,
83587,06/09/16,00:00:00,,29.1,,8,6.3,22.18,45.5,1.466667
83587,06/09/16,12:00:00,0,,14.5,,,,,
83587,07/09/16,00:00:00,,31,,8.7,6.5,24.02,38,0.8
83587,07/09/16,12:00:00,0,,16.8,,,,,
83587,08/09/16,00:00:00,,32.6,,7.8,8,25.42,37,1.766667
83587,08/09/16,12:00:00,0,,17.9,,,,,
83587,09/09/16,00:00:00,,30.6,,7.7,9.5,22.76,52.75,1.6
83587,09/09/16,12:00:00,0,,18,,,,,
83587,10/09/16,00:00:00,,28.1,,8.8,7.7,22.22,52.5,1.466667
83587,10/09/16,12:00:00,0,,16.2,,,,,
83587,11/09/16,00:00:00,,28.4,,8.6,6.6,22.26,41,1.466667
83587,11/09/16,12:00:00,0,,16,,,,,
83587,12/09/16,00:00:00,,29.3,,8.7,7.3,23.44,36.5,2.266667
83587,12/09/16,12:00:00,0,,16.9,,,,,
83587,13/09/16,00:00:00,,31,,7.5,12.4,23.8,40.5,1.433333
83587,13/09/16,12:00:00,0,,15.8,,,,,
83587,14/09/16,00:00:00,,33.4,,7.9,9.4,25.68,34.25,0.766667
83587,14/09/16,12:00:00,0,,17.6,,,,,
83587,15/09/16,00:00:00,,34.4,,7,9.9,27.38,33.5,1.2
83587,15/09/16,12:00:00,0,,18.7,,,,,
83587,16/09/16,00:00:00,,30,,2.6,11,23.92,56.75,1.433333
83587,16/09/16,12:00:00,0,,20,,,,,
83587,17/09/16,00:00:00,,28,,7.9,6.5,22.48,57,1.233333
83587,17/09/16,12:00:00,0,,16.8,,,,,
83587,18/09/16,00:00:00,,34,,8.5,6.5,26.26,38.5,0.966667
83587,18/09/16,12:00:00,0,,17,,,,,
83587,19/09/16,00:00:00,,33.9,,7.1,9.6,25.1,52.5,1
83587,19/09/16,12:00:00,0,,19.3,,,,,
83587,20/09/16,00:00:00,,29.8,,3.2,2.6,23.32,62,0.6
83587,20/09/16,12:00:00,8.3,,16.3,,,,,
83587,21/09/16,00:00:00,,24.5,,5.6,4.1,19.24,60.75,1.666667
83587,21/09/16,12:00:00,0,,15.9,,,,,
83587,22/09/16,00:00:00,,26.2,,10,6,18.82,55.25,1.933333
83587,22/09/16,12:00:00,0,,11.2,,,,,
83587,23/09/16,00:00:00,,30.5,,10.1,6.3,22.7,46.5,1.233333
83587,23/09/16,12:00:00,0,,14.3,,,,,
83587,24/09/16,00:00:00,,31.2,,7.5,6,23.26,56.5,1.633333
83587,24/09/16,12:00:00,0,,17,,,,,
83587,25/09/16,00:00:00,,28,,3.1,5.3,21.96,60.25,1.366667
83587,25/09/16,12:00:00,5.6,,15.8,,,,,
83587,26/09/16,00:00:00,,25.7,,5.3,3.9,19.6,71.5,1.366667
83587,26/09/16,12:00:00,44.1,,14.3,,,,,
83587,27/09/16,00:00:00,,27.2,,6.1,3.7,20.76,62.75,1.033333
83587,27/09/16,12:00:00,0,,14.8,,,,,
83587,28/09/16,00:00:00,,29.4,,8.2,4.8,22.68,63,1.4
83587,28/09/16,12:00:00,0,,15.7,,,,,
83587,29/09/16,00:00:00,,31.5,,10.1,5.1,24.16,44.25,0.8
83587,29/09/16,12:00:00,0,,16.5,,,,,
83587,30/09/16,00:00:00,,31.5,,8.6,6.7,23.66,58.5,1.033333
83587,30/09/16,12:00:00,0,,18.3,,,,,
83587,01/10/16,00:00:00,,25.7,,6.1,8,20.7,69.75,1.833333
83587,01/10/16,12:00:00,0,,16.1,,,,,
83587,02/10/16,00:00:00,,25.7,,5.3,4.3,19.64,70.5,1.333333
83587,02/10/16,12:00:00,0.9,,15.6,,,,,
83587,03/10/16,00:00:00,,24.6,,6.4,4.4,19.54,66.75,1.9
83587,03/10/16,12:00:00,0,,14.7,,,,,
83587,04/10/16,00:00:00,,21.3,,0,3.8,18.4,91.75,0.866667
83587,04/10/16,12:00:00,20.5,,14.3,,,,,
83587,05/10/16,00:00:00,,24.9,,1.6,1.1,20.26,79,1.066667
83587,05/10/16,12:00:00,3.3,,18,,,,,
83587,06/10/16,00:00:00,,26,,2,1.7,21.06,83.5,2.2
83587,06/10/16,12:00:00,19.8,,19.6,,,,,
83587,07/10/16,00:00:00,,27.1,,10.8,2.4,21.06,45,1.533333
83587,07/10/16,12:00:00,8.7,,16.1,,,,,
83587,08/10/16,00:00:00,,31.1,,10.8,7.6,23.74,41.25,0.8
83587,08/10/16,12:00:00,0,,16.4,,,,,
83587,09/10/16,00:00:00,,30.8,,10.7,0,24.76,48.5,0.733333
83587,09/10/16,12:00:00,0,,19.4,,,,,
83587,10/10/16,00:00:00,,27.2,,5.1,7.6,22.5,63.5,2.533333
83587,10/10/16,12:00:00,0,,20.1,,,,,
83587,11/10/16,00:00:00,,27.9,,8.7,5.7,22.54,57.5,2.4
83587,11/10/16,12:00:00,0,,18.7,,,,,
83587,12/10/16,00:00:00,,29.5,,8.4,6.4,23.02,54,2.633333
83587,12/10/16,12:00:00,0,,18.8,,,,,
83587,13/10/16,00:00:00,,28.2,,9.2,7.2,22.46,59.75,1.933333
83587,13/10/16,12:00:00,0,,18.5,,,,,
83587,14/10/16,00:00:00,,28.9,,4.9,5.6,23.22,63.5,0.933333
83587,14/10/16,12:00:00,0,,19.3,,,,,
83587,15/10/16,00:00:00,,29,,3.3,5.1,24.58,58.5,1.466667
83587,15/10/16,12:00:00,1.4,,20.2,,,,,
83587,16/10/16,00:00:00,,30.4,,6.2,5.5,24.16,65,1.366667
83587,16/10/16,12:00:00,14.7,,20.5,,,,,
83587,17/10/16,00:00:00,,31.7,,10,6.4,25.88,50.5,0.933333
83587,17/10/16,12:00:00,1.4,,20.8,,,,,
83587,18/10/16,00:00:00,,32.6,,8,8.2,26.9,48.75,1.6
83587,18/10/16,12:00:00,0,,21.7,,,,,
83587,19/10/16,00:00:00,,34,,9.6,8,28.18,43.5,2.05
83587,19/10/16,12:00:00,0,,21.9,,,,,
83587,20/10/16,00:00:00,,34.1,,7.3,4.8,28.26,50,1.05
83587,20/10/16,12:00:00,0,,24,,,,,
83587,21/10/16,00:00:00,,33.9,,9.7,7.2,27.94,48.25,0.5
83587,21/10/16,12:00:00,0,,23.6,,,,,
83587,22/10/16,00:00:00,,28.8,,2.6,8.1,24.56,65.5,0.633333
83587,22/10/16,12:00:00,0,,22.6,,,,,
83587,23/10/16,00:00:00,,27.8,,5.1,5.9,24.26,60,0.4
83587,23/10/16,12:00:00,0,,21.9,,,,,
83587,24/10/16,00:00:00,,30.7,,9.2,6,25.02,52.5,1.4
83587,24/10/16,12:00:00,0,,20.8,,,,,
83587,25/10/16,00:00:00,,30.3,,9.6,8.3,24.82,61.75,1.466667
83587,25/10/16,12:00:00,0,,21.4,,,,,
83587,26/10/16,00:00:00,,31.5,,9.6,7.7,25.92,52.5,2.45
83587,26/10/16,12:00:00,0,,21.5,,,,,
83587,27/10/16,00:00:00,,33.5,,8.7,8.2,27.6,44.25,1.566667
83587,27/10/16,12:00:00,0,,22.7,,,,,
83587,28/10/16,00:00:00,,31.3,,3.6,8.8,25.94,57.5,1
83587,28/10/16,12:00:00,0,,23.1,,,,,
83587,29/10/16,00:00:00,,26.1,,1.7,5.8,20.54,71.5,0.9
83587,29/10/16,12:00:00,0,,18.7,,,,,
83587,30/10/16,00:00:00,,25.1,,7.4,4,20,66.25,
83587,30/10/16,12:00:00,0,,17.8,,,,,
83587,31/10/16,00:00:00,,28.8,,9.5,5.4,22.24,57.25,1.45
83587,31/10/16,12:00:00,0,,17.9,,,,,
83587,01/11/16,00:00:00,,27.7,,9,6.4,22.6,54,1.8
83587,01/11/16,12:00:00,0,,18.5,,,,,
83587,02/11/16,00:00:00,,26.1,,0.3,6.5,22.26,66.25,0.933333
83587,02/11/16,12:00:00,0,,19.9,,,,,
83587,03/11/16,00:00:00,,30.9,,6.6,4.7,24.74,60.75,1.266667
83587,03/11/16,12:00:00,0,,21.3,,,,,
83587,04/11/16,00:00:00,,28,,1,6,22.24,81.25,1.7
83587,04/11/16,12:00:00,10.1,,20.1,,,,,
83587,05/11/16,00:00:00,,24.1,,0.5,2.2,21.26,73.5,1.133333
83587,05/11/16,12:00:00,28,,20.5,,,,,
83587,06/11/16,00:00:00,,23.6,,0.8,3.9,21.04,59.25,2.533333
83587,06/11/16,12:00:00,0.2,,19.9,,,,,
83587,07/11/16,00:00:00,,25.3,,2.4,6,21.46,69.75,2.1
83587,07/11/16,12:00:00,0,,19.8,,,,,
83587,08/11/16,00:00:00,,26.2,,7.7,3.5,22.32,67.5,1.433333
83587,08/11/16,12:00:00,2.7,,20.5,,,,,
83587,09/11/16,00:00:00,,29.1,,9.5,4,24.02,60.25,1.433333
83587,09/11/16,12:00:00,11.1,,20.6,,,,,
83587,10/11/16,00:00:00,,27.1,,4.4,5.2,23.36,68,0.766667
83587,10/11/16,12:00:00,4.4,,20.6,,,,,
83587,11/11/16,00:00:00,,30.9,,7.2,3.9,24.38,69.75,1.033333
83587,11/11/16,12:00:00,0,,21.5,,,,,
83587,12/11/16,00:00:00,,28.5,,3.1,4,23.6,76.5,0.466667
83587,12/11/16,12:00:00,0.6,,21.5,,,,,
83587,13/11/16,00:00:00,,23.2,,0.1,3,21.4,83,0.633333
83587,13/11/16,12:00:00,33.7,,20.2,,,,,
83587,14/11/16,00:00:00,,22,,0,1.2,20.36,93.5,0.933333
83587,14/11/16,12:00:00,18.3,,19.6,,,,,
83587,15/11/16,00:00:00,,26.7,,3.4,0.4,21.48,87.5,0.666667
83587,15/11/16,12:00:00,38.3,,20,,,,,
83587,16/11/16,00:00:00,,27.4,,3.6,1.5,22.68,76.5,1.133333
83587,16/11/16,12:00:00,34,,19,,,,,
83587,17/11/16,00:00:00,,27.2,,1.1,2.4,23.06,76.75,0.8
